school_name,school_type,grades_served,email,address,city,state,zip_code,longitude,Latitude,phone,website
TMCC MAGNET SCHOOL,Public,10-12,Cristina.Oronoz@washoeschools.net,7000 DANDINI BLVD,RENO,NV,89512,39.571067,-119.797534,(775)674-7660,https://www.washoeschools.net/tmcchs
SPANISH SPRINGS HIGH SCHOOL,Public,9-12,SHall@washoeschools.net,1065 EAGLE CANYON DRIVE,SPARKS,NV,89441,39.650209,-119.729586,(775)425-7733,https://www.washoeschools.net/sshs
NORTH VALLEYS HIGH SCHOOL,Public,9-12,TMacaluso@washoeschools.net,1470 EAST GOLDEN VALLEY ROAD,RENO,NV,89506,39.606794,-119.823951,(775)677-5499,https://www.washoeschools.net/northvalleyshs
DAMONTE RANCH HIGH SCHOOL,Public,9-12,dsbell@washoeschools.net,10500 RIO WRANGLER PKWY,RENO,NV,89521,39.424251,-119.713341,(775)851-5656,https://www.washoeschools.net/drhs
Lund Elementary,Public,K-5,tim.moser@wpcnvadmin.com,301 E 2nd North,Lund,NV,89317,39.247622,-114.895848,(775)238-5200,www.whitepine.k12.nv.us
Baker Elementary,Public,3-6,robert.bishoff@wpcnvadmin.com,120 Main Street,Baker,NV,89311,39.513773,-115.961272,(775)234-7333,www.whitepine.k12.nv.us
David E Norman Elementary,Public,Pre-K - 5,angie.angelopoulos@wpcnvadmin.com,1001 E 11th ST,Ely,NV,89301,39.253072,-114.865965,(775)289-4846,www.whitepine.k12.nv.us
McGill Elementary,Public,Pre-K - 5,robert.bishoff@wpcnvadmin.com,25 Avenue F,McGill,NV,89318,39.397742,-114.780313,(775)235-7722,www.whitepine.k12.nv.us
White Pine Middle School,Public,6-8,kristina.ernest@wpcnvadmin.com,844 Aultman Street,Ely,NV,89301,39.248898,-114.889103,(775)289-4841,www.whitepine.k12.nv.us
White Pine High School,Public,9-12,kelly.sturgeon@wpcnvadmin.com,1800 Bobcat Drive,Ely,NV,89301,39.239135,-114.874539,(775)289-4811,www.whitepine.k12.nv.us
Lund High School,Public,6-12,tim.moser@wpcnvadmin.com,301 E 2nd North,Lund,NV,89317,39.247622,-114.895848,(775)289-5200,www.whitepine.k12.nv.us
Davidson Academy,Public,6-12,charsin@davidsonacademy.unr.edu,1164 N. Virginia St. Jot Travis Building 048,Reno,NV,89503,39.542953,-119.81727,(775)446-7778,
Beacon Academy of Nevada,Charter,9-12,andrea.damore@banv.org,7360 W. Flamingo Road,Las Vegas,NV,89147,36.116246,-115.252497,(702)726-8600,www.BANV.org
Thrive Point Academy,Charter,9-12,vincent.medina@thrivepointnevada.com,3802 Meadows Ln,Las Vegas,NV,89107,36.170292,-115.192613,(702)844-8854,https://www.thrivepointnevada.com/
Southern Nevada Trades High School ,Charter,9-12,candi.wadsworth@snvtradeshighschool.org,1580 Bledsoe Lane,Las Vegas,NV,89110,36.187784,-115.054489,(702)224-2771,
NV Rise Academy Charter School,Charter,K-5,jbrecht@nevadarise.org,2525 Emerson Ave,Las Vegas ,NV,89121,36.125413,-115.116008,(702)489-4886,
Nevada Prep Charter School,Charter,K-8,freddie@nvprep.org,1780 Betty Lane,Las Vegas ,NV,89156,36.192059,-115.056196,(702)834-0466,nvprep.org
Nevada State High School II Meadowwood,Charter,11-12,dreynolds@earlycollegenv.com,"7530 Longley Lane, Suite 103",Reno,NV,89511,39.456264,-119.777651,(702)953-2600,www.nevadastatehs.com
Signature Preparatory,Charter,K-8,carey@signatureprep.org,498 S Boulder Hwy,Henderson,NV,89015,36.035072,-114.97339,(702)224-2809,https://www.signatureprep.org/
Pinecrest Academy of Northern Nevada,Charter,K-8,jami.austin@pinecrestnnv.org,1150 Silent Sparrow Drive,Sparks,NV,89441,39.667497,-119.714245,(775)376-1444,https://www.pinecrestnnv.org/
Explore Academy,Charter,6-12,alexandria.taylor@explore.academy,3551 N Ferrell St,North Las Vegas,NV,89032,36.223911,-115.184451,(702)483-6332,https://www.explore.academy/lvs
CIVICA Academy,Charter,K-11,richard.santigate@civicanv.org,1501 E Carey Ave.,North Las Vegas,NV,89030,36.203247,-115.123793,(702)462-9653,https://www.civicanv.org/
Sage Collegiate Public Charter School,Charter,K-8,skinne@sagecollegiate.org,4100 W. Charleston Blvd,Las Vegas,NV,89107,36.159083,-115.195224,(702)482-7751,https://www.sagecollegiate.org
Young Women's Leadership Academy of Las Vegas,Charter,6-10,kdraper@ywlalv.org,3415 S Mojave Rd,Las Vegas,NV,89121,36.1275,-115.10597,(702)931-9972,www.ywlalv.org
Strong Start Academy,Charter,K-5,mbenitez@clvstrongstartes.org,310 S 9th St,Las Vegas,NV,89101,36.164825,-115.13818,(702)463-0222,https://www.clvstrongstartes.org/
Freedom Classical Academy K-8,Charter,K-8,jchristensen@freedomclassical.org,777 E. Ann Rd,North Las Vegas,NV,89031,36.261574,-115.152305,(702)533-1896,www.freedomclassical.org
Legacy Traditional School North Valley,Charter,K-8,Brian.Meadows@legacytraditional.org,5024 Valley Drive,North Las Vegas,NV,89031,36.251163,-115.197271,(702)342-0880,https://northvalley.legacytraditional.org/
Legacy Traditional School Cadence,Charter,K-8,Tony.Davis@legacytraditional.org,325 Inflection Street,Henderson,NV,89011,36.060784,-114.96691,(702)846-2310,https://cadence.legacytraditional.org/
Legacy Traditional School Southwest Las Vegas,Charter,K-8,Jessica.Alanano@legacytraditional.org,7077 W. Wigwam Avenue,Las Vegas,NV,89113,36.033208,-115.246449,(702)637-1776,https://swlasvegas.legacytraditional.org/ 
Futuro Academy Elementary,Charter,K-5,director@futuroacademy.org,920 N. Lamb Blvd,Las Vegas,NV,89110,36.18114,-115.080837,(702)331-5515,www.futuroacademy.org
Mater Academy of Northern Nevada,Charter,K-8,Gia.Maraccini@maternnv.org,2680 E. Ninth Street,Reno,NV,89512,39.537863,-119.781294,(775)470-8950,https://www.maternorthernnevada.org/
Democracy Prep at Agassi Elementary,Charter,K-5,Biant.Gainous@Democracyprep.org,1201 W Lake Mead Blvd,Las Vegas,NV,89106,36.195406,-115.157306,(702)948-6000,www.dpac.democracyprep.org
Democracy Prep at Agassi Middle,Charter,6-8,Biant.Gainous@Democracyprep.org,1201 W Lake Mead Blvd,Las Vegas,NV,89106,36.195406,-115.157306,(702)948-6000,
Democracy Prep at Agassi High,Charter,9-12,king.duncan@democracyprep.org,1201 W Lake Mead Blvd,Las Vegas,NV,89106,36.195406,-115.157306,(702)948-6000,www.dpac.democracyprep.org
Sports Leadership and Management Academy,Charter,K-12,dan.triana@slamnv.org,1095 Fielders Street,Henderson,NV,89011,36.081705,-115.042378,(702)473-5735,https://www.slamnv.org/
Equipo Academy,Charter,6-12,ben.salkowe@equipoacademy.org,4131 E. Bonanza Road,Las Vegas,NV,89110,36.173619,-115.086028,(702)907-0432,www.equipoacademy.org
Mater Cactus Park,Charter,K-5,renee.fairless@materlv.org,3115 Las Vegas Blvd N,Las Vegas,NV,89115,36.215311,-115.097846,(725)726-2626,https://matercactuspark.org/
Mater Mountain Vista,Charter,Pre-K - 8,olivia.carbajal@materlv.org,3445 Mountain Vista Street,Las Vegas,NV,89121,36.127065,-115.074751,(702)485-2400,http://www.matermountainvista.org/
Mater Bonanza,Charter,Pre-K - 8,Amy.Gronna@materlv.org,4760 East Bonanza Road ,Las Vegas,NV,89110,36.173648,-115.07035,(702)478-8318,http://www.materbonanza.org/
Mater Academy East,Charter,Pre-K - 12,Renee.Fairless@materlv.org,3900 E. Bonanza Rd.,Las Vegas,NV,89110,36.174154,-115.09149,(702)462-9361,https://www.matereastlv.org/
Amplus Durango,Charter,K-12,scarrington@amplus.academy,8377 W Patrick Lane,Las Vegas,NV,89113,36.076973,-115.274272,(702)970-6800,https://amplus.academy/
Amplus Rainbow,Charter,K-5,lcates@amplus.academy,7077 W Patrick Lane,Las Vegas,NV,89118,36.076814,-115.245212,(702)970-6800,https://amplus.academy/
Founders Academy of Las Vegas,Charter,K-12,ronald.fick@fcalv.net,5730 W. Alexander Road,Las Vegas,NV,89130,36.232416,-115.22251,(702)998-8368,https://www.fcalv.net
Leadership Academy of Nevada,Charter,4-12,bryon.richardson@lanv.org,"7495 West Azure Drive, Suite #120",Las Vegas,NV,89130,36.274036,-115.257372,(702)350-1472,www.lanv.org
Learning Bridge,Charter,K-8,acampbell@elylearningbridge.org,1400 E 13th Street,Ely,NV,89301,39.250473,-114.858427,(775)293-8009,www.elylearningbridge.org
Doral Academy Cactus,Charter,K-8,bethany.farmer@doralacademynv.org,9025 West Cactus Avenue,Las Vegas,NV,89178,35.996962,-115.289497,(702)960-7500,http://www.doralcactus.org/
Doral Academy Fire Mesa,Charter,K-8,kelly.gerdes@doralacademynv.org,2568 Fire Mesa Street,Las Vegas,NV,89128,36.206922,-115.256839,(702)901-4950,http://doralfiremesa.org/
Doral Academy Red Rock,Charter,K-12,Danielle.McDowell@doralacademynv.org,610 Crossbridge Dr.,Las Vegas,NV,89138,36.168331,-115.36952,(702)776-8740,http://www.doralredrock.org/splash/index.jsp
Doral Academy Saddle,Charter,K-8,Eileen.gilligan@doralacademynv.org,9625 West Saddle Ave,Las Vegas,NV,89147,36.116243,-115.302151,(702)776-6491,https://www.doralsaddle.org/
Doral Academy West Pebble,Charter,K-8,julianna.turley@doralacademynv.org,6435 W. Pebble,Las Vegas,NV,89139,36.026038,-115.232434,(702)916-4320,http://www.doralpebble.org/
Honors Academy of Literature,Charter,K-8,dr.andi@academyoflit.org,195 N. Arlington Avenue,Reno,NV,89501,39.525222,-119.817397,(775)737-4084,www.academyoflit.org
Pinecrest Academy of Nevada Horizon ,Charter,K-5,wendy.shirey@pinecrestnv.org,1360 S Boulder Hwy,Henderson,NV,89015,36.017208,-114.954469,(702)749-3500,http://pinecresthorizon.org
Pinecrest Academy of Nevada Cadence,Charter,K-12,bryan.rudden@pinecrestnv.org,225 Grand Cadence Dr.,Henderson,NV,89015,36.045642,-114.980275,(702)202-2227,https://www.pinecrestcadence.org/
Pinecrest Academy of Nevada Inspirada,Charter,K-8,michael.odowd@pinecrestnv.org,2840 Via Contessa,Henderson,NV,89044,35.930469,-115.113218,(702)473-5777,http://pinecrestinspirada.org
Pinecrest Academy of Nevada St Rose,Charter,K-8,jon.haskel@pinecrestnv.org,1385 E. Cactus Ave.,Las Vegas,NV,89183,35.99857,-115.133587,(702)750-9150,PinecrestStRose.org
Pinecrest Academy of Nevada Sloan Canyon,Charter,K-12,lisa.satory@pinecrestnv.org,675 E. Dale Ave.,Henderson,NV,89044,35.960859,-115.149096,(702)462-9700,www.pinecrestsloancanyon.com 
Pinecrest Academy of Nevada Virtual,Charter,6-12,bryan.rudden@pinecrestnv.org,220 Taylor Street,Henderson,NV,89015,36.044263,-114.981384,(702)909-6730,https://www.pinecrestvirtual.org/ 
Pinecrest Academy of Nevada Springs,Charter,K-5,jessica.medina@pinecrestnv.org,6151 W. Charleston Blvd,Las Vegas,NV,89146,36.158089,-115.225434,(702)431-6260,https://www.pinecrestsprings.org/
Somerset Academy North Las Vegas,Charter,K-5,mindi.palomeque@salv.org,385 W. Centennial Parkway,North Las Vegas,NV,89084,36.275216,-115.146524,(702)633-5616,http://www.somersetnlv.org
Somerset Academy Losee,Charter,K-12,jessica.scobell@salv.org,4650 Losee Road,North Las Vegas,NV,89081,36.244817,-115.115236,(702)826-4373,http://www.somersetlosee.org/
Somerset Academy Lone Mountain,Charter,K-8,Cesar.Tiu@salv.org,4491 N. Rainbow Blvd.,Las Vegas,NV,89108,36.242749,-115.243634,(702)685-9150,http://www.somersetlonemountain.org/
Somerset Academy Sky Pointe,Charter,K-12,Lee.Esplin@salv.org,7058 Sky Pointe Drive,Las Vegas,NV,89131,36.288396,-115.27588,(702)478-8888,http://www.somersetskypointe.org/
Somerset Academy Stephanie,Charter,K-8,David.Fossett@salv.org,50 N Stephanie Street,Henderson,NV,89074,36.032349,-115.043827,(702)998-0500,http://somersetstephanie.org/
Somerset Academy Aliante,Charter,K-8,shannon.manning@salv.org,6475 Valley Drive,North Las Vegas,NV,89084,36.237867,-115.19836,(702)916-2327,https://www.somersetaliante.org/
Somerset Academy Skye Canyon,Charter,K-8,kate.lackey@salv.org,8151 N. Shaumber Road,Las Vegas,NV,89166,36.308381,-115.329744,(702)489-2473,https://www.somersetskyecanyon.org
Explore Knowledge Academy,Charter,K-12,amattson@ekacademy.org,5871 Mountain Vista St.,Las Vegas,NV,89120,36.08222,-115.073872,(702)870-5032,https://ekacademy.org/
Discovery Charter School Sandhill,Charter,K-5,fopalinski@dcslv.org,4801 S Sandhill Rd ,Las Vegas,NV,89121,36.101504,-115.092468,(702)489-9350,www.dcslv.org
Discovery Charter School HillPointe,Charter,K-8,dkoch@dcslv.org,8941 Hillpointe Road,Las Vegas,NV,89134,36.198894,-115.291313,(702)240-0359,www.dcslv.org
Do & Be Arts Academy of Excellence,Charter,K-8,streadwell@dobeartsacademy.org,5355 MADRE MESA DR,LAS VEGAS,NV,89108-3541,36.207688,-115.21424,(702)420-1519,https://www.dobeartsacademy.org/
Rainbow Dreams Early Learning Academy,Charter,Pre-K - K,janice.henry@rdacharter.org,950 W Lake Mead Blvd,Las Vegas,NV,89106,36.195991,-115.154739,(702)638-0222,https://rainbowdreamsacademy.org/
Oasis Academy,Charter,K-12,dnott@oasisacademyfallon.us,"920 West Williams Avenue, Ste 100",Fallon,NV,89406,39.474723,-118.764115,(775)423-5437,
Doral Academy of Northern Nevada,Charter,K-8,Angela.Orr@doralnnv.org,3725 Butch Cassidy Dr.,Reno,NV,89511,39.390203,-119.779437,(775)453-4239,https://www.doralnorthernnevada.org/
The Delta Academy,Charter,6-12,bruce.congleton@deltaacademylv.com,818 West Brooks Avenue,North Las Vegas,NV,89030,36.214682,-115.152578,(702)396-2252,https://www.deltaacademylv.com/
Elko Institute for Academic Achievement,Charter,K-8,aperkins@eiaanv.net,905 W Main Street,Elko,NV,89801,40.824917,-115.77438,(775)738-3422,http://www.eiaanv.net
Innovations International Charter School Oakey,Charter,Pre-K - 6,connie_malin@iicsn.org,1600 E Oakey Blvd,Las Vegas,NV,89104,36.151492,-115.130137,(702)216-4337,https://www.iicsn.org/
Innovations International Charter School Sahara,Charter,7-12,connie_malin@iicsn.org,950 E. Sahara Ave. ,Las Vegas,NV,89104,36.145156,-115.141461,(702)216-4337,https://www.iicsn.org/
Quest Academy Northwest,Charter,K-8,j.veith@questlv.com,4025 N. Rancho Dr.,Las Vegas,NV,89130,36.233134,-115.228533,(702)631-4751,www.questlv.com
Imagine School Mountain View,Charter,K-6,nichole.shaffer@imaginemountainview.org,6610 Grand Montecito Pkwy,Las Vegas,NV,89149-0210,36.281264,-115.279258,(702)253-0251,http://imaginemountainview.org/home/
FuturEdge Academy,Charter,K-8,kristen.guthrie@futuredgeacademy.org,2341 Comstock Dr,North Las Vegas,NV,89032,36.201538,-115.165979,(702)870-5032,https://futuredgeacademy.org/
Alpine Academy High School,Charter,9-12,lperlin@alpineacademy.net,1421 Pullman Dr,Sparks,NV,89434,39.540906,-119.719444,(775)356-1166,http://www.alpineacademy.net/
Odyssey Charter School,Charter,K-12,tlorenz@odysseyk12.org,2251 S. Jones Blvd,Las Vegas,NV,89146,36.146847,-115.226172,(702)257-0578,https://odysseyk12.org/
Silver Sands Montessori,Charter,K-8,ms.marlo@silversandsmcs.org,1841 Whitney Mesa Drive,Henderson,NV,89014,36.077025,-115.066401,(702)522-5220,www.SilverSandsMCS.org
Nevada State High School Downtown,Charter,11-12,cfialkiewicz@nevadastatehs.com,"300 N 13th St, 2nd Floor",Las Vegas,NV,89101,36.167876,-115.129597,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Summerlin,Charter,11-12,cfialkiewicz@nevadastatehs.com,6250 W Charleston Blvd Ste 150,Las Vegas,NV,89145,36.15939,-115.229306,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Henderson,Charter,11-12,cfialkiewicz@nevadastatehs.com,233 N. Stephanie St.,Henderson,NV,89074,36.043913,-115.04728,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Sunrise,Charter,11-12,cfialkiewicz@nevadastatehs.com,"2425 North Lamb Boulevard, Suite 130",Las Vegas,NV,89115,36.203433,-115.080576,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Southwest,Charter,11-12,cfialkiewicz@nevadastatehs.com,"7885 West Sunset Road, Suite 170",Las Vegas,NV,89113,36.068873,-115.262333,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Downtown Henderson,Charter,11-12,cfialkiewicz@nevadastatehs.com,"303 S. Water St., Ste 120",Henderson,NV,89015,36.029588,-114.979546,(702)953-2600,https://nevadastatehs.com/
Nevada State High School Northwest,Charter,11-12,cfialkiewicz@nevadastatehs.com,"7240 West Azure Dr, Ste 110",Las Vegas,NV,89130,36.273609,-115.252356,(702)953-2600,https://nevadastatehs.com/
Nevada State High School North Las Vegas,Charter,11-12,cfialkiewicz@nevadastatehs.com,"4280 West Craig Road, Ste. 102/103",North Las Vegas,NV,89031,36.239631,-115.197845,(702)953-2600,https://nevadastatehs.com/
Nevada Connections Academy,Charter,9-12,jacrowson@nca.connectionsacademy.org,555 Double Eagle Court Suite 1000,Reno,NV,89521,39.442018,-119.764084,(775)826-4200,https://www.connectionsacademy.com/nevada-virtual-school
Nevada Virtual Charter School,Charter,6-12,yolanda.hamilton@nvvirtual.org,8645 S. Eastern Ave. Suite 100,Las Vegas,NV,89123,36.032868,-115.120183,(702)407-1825,https://www.nevadavirtual.org/
Coral Academy Centennial Hills,Charter,K-8,kdavis@coralacademylv.org,7951 Deer Springs Way,Las Vegas,NV,89131,36.284161,-115.267583,(702)685-4333,http://www.caslv.org/
Coral Academy Nellis AFB,Charter,Pre-K - 8,mnelson@coralacademylv.org,107 Stafford,Las Vegas,NV,89115,36.250031,-115.068412,(702)643-5121,http://www.caslv.org/
Coral Academy Sandy Ridge,Charter,8-12,aakgedik@coralacademylv.org,1051 Sandy Ridge Ave,Henderson,NV,89052,35.991928,-115.093207,(702)776-8800,http://www.caslv.org/
Coral Academy Tamarus,Charter,K-4,akatotakis@coralacademylv.org,8185 Tamarus St,Las Vegas,NV,89123,36.041341,-115.132335,(702)269-8512,http://www.caslv.org/
Coral Academy Windmill,Charter,5-7,ikocabiyik@coralacademylv.org,2150 Windmill Pkwy,Henderson,NV,89074,36.042585,-115.081911,(702)485-3410,http://www.caslv.org/
Coral Academy Eastgate,Charter,K-5,tbailey@coralacademylv.org,7777 Eastgate Rd,Las Vegas,NV,89011,36.04545,-115.021154,(702)489-9797,http://www.caslv.org/
Coral Academy Cadence,Charter,K-11,eeraslan@coralacademylv.org,10 Cadence Crest Ave,Henderson,NV,89011,36.062707,-114.992902,(702)665-6998,http://www.caslv.org/
WYLEES ,Charter,6-8,mike@wylees.org,"3634 Maryland Parkway, Suite 300",Las Vegas,NV,89169,36.123259,-115.135659,(702)323-4524,https://www.wylees.org
Vegas Vista Academy,Charter,K-5,drbfeinstein@vegasvistaacademy.org,4660 N. Rancho Dr.,Las Vegas,NV,89130,36.244513,-115.236522,(702)291-8741,https://vegasvistaacademy.org/
Nevada Classical Academy Elko,Charter,K-3,bthran@ncaelko.org,"1031 Railroad Street, Suite 107",Elko,NV,89801,40.836219,-115.757864,(775)860-4300,https://ncaelko.org/
Academy of Universal Metaphysics: K-12 Holistic Education Program*,Private,K-12,shaugsness@aumnv.org,2525 Kyle Canyon Road,Las Vegas,NV,89124,36.271753,-115.587892,702-481-7926,aumnv.org
Accelerated Learning Academy,Private,K-5, peggy@alcautism.com,"5980 South Durango Drive, Unit 131",Las Vegas,NV,89113,36.080154,-115.278659,"888-505-1637, 509-703-3678",alcautism.com
The Learning Center at SunArch Academy,Private,6-12,education@sunarchacademy,5900 West Rochelle Avenue,Las Vegas ,NV,89103,36.11202,-115.221862,702-522-7922; 702-982-7600,sunarchacademy
American Heritage Academy,Private,K-12, lbarth@ahalv.org,2100 Olympic Avenue,Henderson ,NV,89014,36.073934,-115.078199,702-949-5612,ahalv.org
Anderson Academy of Math & Science,Private,K-12,drtamara@andersonacademyms.com,2690 North Decatur Boulevard,Las Vegas ,NV,89108,36.208074,-115.204831,702-600-8334,andersonacademyms.com
Applied Scholastics Academy - Las Vegas,Private,K-12,asalv@cox.net,7550 West Alexander Road,Las Vegas ,NV,89129,36.232786,-115.259876,702-737-8668,
Ascension Academy of Excellence*,Private,K-12,ascensionlv1@outlook.com,2025 East Sahara Avenue,Las Vegas,NV,89104,36.144527,-115.119469,702-787-0458,
Ateres Bnos Ita ,Private,9-12,cschwartz@atereslv.org,1401 Hillshire Drive,Las Vegas ,NV,89134,36.186333,-115.303278,"702-708-1598, 305-494-2012 (direct)",atereslv.org
Awaken Christian Academy,Private,K-12,jennifercoombs@lionslv.org,7175 West Oquendo Road,Las Vegas ,NV,89113,36.080796,-115.248616,702-248-8879,lionslv.org
Bishop Gorman High School,Private,9-12,tgoode@bishopgorman.org ,5959 South Hualapai Way ,Las Vegas ,NV,89148,36.081788,-115.317096,702-476-4014,bishopgorman.org 
BrilliantMont International School,Private,K-12,dmin@brilliantmontusa.com,7401 West Charleston Boulevard,Las Vegas ,NV,89117,36.158471,-115.253322,702-889-0496,brilliantmontusa.com
Candil Hall Academy ,Private,K-5,kdamico@candilhall.com,5348 North Rainbow Boulevard,Las Vegas ,NV,89130,36.258345,-115.241509,702-656-3370,candilhall.com
Capstone Christian Academy ,Private,K-6,twilliams@capstonechristian.com; sfigures@capstonechristian.com,985 East Serene Avenue ,Las Vegas ,NV,89123,36.020022,-115.141526,702-463-9350,capstonechristian.com
Las Vegas Valley Water District Care & Education Center,Private,K,nikia.jenkins@brighthorizons.com,1001 South Valley View Boulevard,Las Vegas ,NV,89107,36.158934,-115.192469,702-822-8550,brighthorizons.com
Challenger School - Lone Mountain,Private,K-8,isiujohnson@challengerschool.com,9900 Isaac Newton Way,Las Vegas ,NV,89129,36.220234,-115.310935,702-553-5522,challengerschool.com
Challenger School - Los Prados ,Private,K-1,vfogarasi@challengerschool.com,5150 North Jones Boulevard,Las Vegas ,NV,89130,36.253195,-115.224738,702-839-1900,challengerschool.com
Challenger School - Silverado,Private,K-8,sshurko@challengerschool.com,1725 East Serene Avenue,Las Vegas ,NV,89123,36.019635,-115.128964,702-263-4576,challengerschool.com
Community Christian Academy,Private,K-9,roy_renee1980@yahoo.com; ccapccp@gmail.com,1061 East Wilson ,Pahrump ,NV,89048,36.211992,-115.994263,775-751-9777,
Cornerstone Christian Academy,Private,K-8,cmckenzie@ccanv.com; jbell@ccanv.com,5825 West Eldora Avenue,Las Vegas ,NV,89146,36.139917,-115.222028,702-939-5050,ccanv.com
Cristo Rey St. Viator Las Vegas College Preparatory,Private,9-12,eromero@crsvlv.org; gmongaya@crsvlv.org,2880 Van Der Meer Street,North Las Vegas ,NV,89030,36.212596,-115.104448,702-844-2019,crsvlv.org
Desert Torah Academy ,Private,K-8,rabbimendy@dtalv.com,1312 Vista Drive,Las Vegas ,NV,89102,36.157006,-115.198131,702-259-1000,dtalv.com
Eleanor Rose Education Center,Private,K-6,jenicalindquist@gmail.com,"2850 W. Horizon Ridge Parkway, Suite 200",Henerson,NV,89052,35.999579,-115.112183,602-692-0701,
Embrace Academy*,Private,K-8,laura.bruni@embraceacademylv.com,10100 Banburry Cross Drive,Las Vegas,NV,89144,36.182968,-115.314622,725-248-3995; 702-248-3995,embraceacademylv.com
Faith Lutheran Academy,Private,K-5,daniel.smith@faithlasvegas.org,2700 South Town Center Drive,Las Vegas ,NV,89135,36.141229,-115.325401,702-921-2777,faithlasvegas.org
Nevada School of Inquiry,Private,6-8,cthreeton@nvsi.org,"7375 South Pecos Road, Suite #104",Las Vegas ,NV,89120,36.056424,-115.102226,702-534-8339,nvsi.org
Foothills Montessori School,Private,K-8,danna@foothillsmontessori.com,1401 Amador Lane,Henderson ,NV,89012,36.013899,-115.048293,702-407-0790,foothillsmontessori.com
Good Samaritan Christian Academy,Private,K-5,info@goodsamcan.com,8425 West Windmill Lane,Las Vegas ,NV,89113,36.039503,-115.275215,702-407-6749,goodsamcan.com
The Adelson School,Private,K-12,Mark.gottlieb@theadelsonschool.org,9700 West Hillpointe Road,Las Vegas ,NV,89134,36.201176,-115.305754,702-255-4500,theadelsonschool.org
Green Valley Lutheran School,Private,K-2,prek@greenvalleylutheran.com,1799 Wigwam Parkway ,Henderson ,NV,89074,36.032851,-115.063974,702-454-0004,greenvalleylutheran.com
Green Valley United Methodist Church Kindergarten,Private,K,preschool@gvumc.org,2200 Robindale Road,Henderson ,NV,89074,36.049437,-115.083008,702-405-2952,gvumc.org
Growing Minds Academy at Shadow Hills* ,Private,K-8,cindy@growingmindslv.com,7861 Vegas Drive,Las Vegas,NV,89128,36.186878,-115.265605,702-360-3550,growingmindslv.com
GV Christian School,Private,K-12,"jbielich@gvchristian.com;   mkessin@gvchristianschool.com, ssmith@gvchristian.com",711 North Valle Verde Court,Henderson ,NV,89014,36.068283,-115.068088,702-454-4056; 702-685-6090,gvchristian.com
Henderson International School,Private,K-8,"leadership@hendersonschool.com, bryan.garofolo@hendersonschool.com",1165 Sandy Ridge Avenue,Henderson ,NV,89052,35.987005,-115.091892,"702-818-2100, 702-818-2120",hendersonschool.com
Innovation Academy,Private,K-8,maggie.innovationacademylv@gmail.com,5705 North Rainbow Boulevard,Las Vegas ,NV,89130,36.265419,-115.242847,702-750-1168,
International Christian Academy,Private,K-12,cpolyak@iclv.com,8100 Westcliff Drive,Las Vegas ,NV,89145,36.173911,-115.268908,702-869-1109,iclv.com
J.O.Y. Academy of Southern Nevada,Private,K-12,connie@joy-academy.org,3883 East Mesa Vista Way ,Las Vegas ,NV,89120,36.090956,-115.089349,702-703-9000,joy-academy.org
Journey Education,Private,K-8,cjensen@journeyeducation.org,2710 South Rainbow Bvd. ,Las Vegas ,NV,89146,36.140269,-115.242126,702-327-5340,journeyeducation.org
Lake Mead Christian Academy,Private,K-12,sueblakeley@lmcm.org; dapheschell@lmcm.org,522 East Lake Mead Parkway,Henderson ,NV,89015,36.042119,-114.974461,702-565-5831,lmcm.org
Lamb of God Lutheran School,Private,K-5,blessingd@lambofgodlv.com,6232 North Jones Boulevard,Las Vegas ,NV,89130,36.272813,-115.224762,702-645-1626,lambofgodlv.com
Las Vegas Day School,Private,K-8,ndaseler@lvds.com; kdaseler@lvds.com,3275 Red Rock Street,Las Vegas ,NV,89146,36.130526,-115.223651,702-362-1180,lvds.com
Las Vegas Enrichment Academy,Private,K-12,cwassell@wcenrichmentacademy.com,"3216 West Charleston, Suite B",Las Vegas ,NV,89102,36.159436,-115.185656,702-236-8818; 702-815-4656,wcenrichmentacademy.com
Acton Academy Red Rock,Private,K-12,kim@actonacademyredrock.com; amy@actonacademyredrock.com,9501 Hillwood Drive,Las Vegas ,NV,89134,36.187062,-115.302977,702-273-8254,actonacademyredrock.com
Liberty Baptist Academy,Private,K-12 ,lba@experienceliberty.com,6501 West Lake Mead Boulevard,Las Vegas ,NV,89108,36.195288,-115.236773,702-489-2935,experienceliberty.com
Merryhill School - Durango,Private,K-8,"maria.zaccheo@merryhillschool.com; nancy.tatum@merryhillschool.com,",5055 South Durango Drive,Las Vegas ,NV,89113,36.097335,-115.28015,702-889-2803 ,merryhillschool.com
Challenger School - Desert Hills ,Private,K-5,kmacfarland@challengerschool.com ,8175 West Badura Avenue,Las Vegas ,NV,89113,36.060944,-115.262492,702-410-7225,challengerschool.com 
Merryhill School - Summerlin ,Private,K-8,jami.yingling@merryhillschool.com,2160 Snow Trail ,Las Vegas ,NV,89134,36.199318,-115.316827,702-242-8838,merryhillschool.com
Mesivta of Las Vegas,Private,9-12,rabbifeinstein@mesivtalv.org ,2600 Lake Sahara Drive,Las Vegas ,NV,89117,36.141822,-115.282384,702-550-9385,mesivtalv.org 
